Spin,Symbols,Reel1,Payout,Win
56999,Bar-Bell-Cherry,Bar,0,0
57000,Lemon-Bell-Bar,Lemon,0,0
57001,Bell-Cherry-Lemon,Bell,0,0
57002,Cherry-Cherry-Cherry,Cherry,2,1
57003,Bar-Lemon-Cherry,Bar,0,0
57004,Cherry-Cherry-Cherry,Cherry,2,1
57005,Bar-Cherry-Lemon,Bar,0,0
57006,Cherry-Bell-Lemon,Cherry,0,0
57007,Lemon-Bell-Cherry,Lemon,0,0
57008,Cherry-Cherry-Seven,Cherry,0,0
57009,Lemon-Cherry-Cherry,Lemon,0,0
57010,Bar-Cherry-Cherry,Bar,0,0
57011,Lemon-Bell-Cherry,Lemon,0,0
57012,Cherry-Seven-Seven,Cherry,0,0
57013,Cherry-Cherry-Seven,Cherry,0,0
57014,Cherry-Bell-Cherry,Cherry,0,0
57015,Bar-Lemon-Cherry,Bar,0,0
57016,Cherry-Cherry-Lemon,Cherry,0,0
57017,Bell-Bar-Lemon,Bell,0,0
57018,Cherry-Cherry-Cherry,Cherry,2,1
57019,Cherry-Bell-Lemon,Cherry,0,0
57020,Cherry-Cherry-Cherry,Cherry,2,1
57021,Cherry-Cherry-Cherry,Cherry,2,1
57022,Bell-Cherry-Bar,Bell,0,0
57023,Bar-Bell-Cherry,Bar,0,0
57024,Cherry-Bell-Lemon,Cherry,0,0
57025,Lemon-Cherry-Bell,Lemon,0,0
57026,Lemon-Cherry-Bell,Lemon,0,0
57027,Bell-Cherry-Cherry,Bell,0,0
57028,Cherry-Bell-Bell,Cherry,0,0
57029,Cherry-Bar-Cherry,Cherry,0,0
57030,Cherry-Cherry-Bell,Cherry,0,0
57031,Bell-Cherry-Cherry,Bell,0,0
57032,Lemon-Bar-Cherry,Lemon,0,0
57033,Cherry-Bell-Cherry,Cherry,0,0
57034,Bar-Lemon-Cherry,Bar,0,0
57035,Lemon-Lemon-Bar,Lemon,0,0
57036,Lemon-Cherry-Cherry,Lemon,0,0
57037,Cherry-Bar-Bar,Cherry,0,0
57038,Cherry-Cherry-Lemon,Cherry,0,0
57039,Cherry-Lemon-Lemon,Cherry,0,0
57040,Cherry-Lemon-Cherry,Cherry,0,0
57041,Lemon-Cherry-Cherry,Lemon,0,0
57042,Cherry-Lemon-Cherry,Cherry,0,0
57043,Cherry-Lemon-Bar,Cherry,0,0
57044,Bell-Bell-Cherry,Bell,0,0
57045,Cherry-Lemon-Cherry,Cherry,0,0
57046,Cherry-Lemon-Cherry,Cherry,0,0
57047,Bell-Lemon-Bell,Bell,0,0
57048,Cherry-Bar-Bell,Cherry,0,0
57049,Lemon-Cherry-Lemon,Lemon,0,0
57050,Lemon-Cherry-Cherry,Lemon,0,0
57051,Lemon-Lemon-Cherry,Lemon,0,0
57052,Cherry-Lemon-Bell,Cherry,0,0
57053,Bell-Cherry-Bar,Bell,0,0
57054,Bell-Cherry-Lemon,Bell,0,0
57055,Cherry-Lemon-Cherry,Cherry,0,0
57056,Cherry-Cherry-Cherry,Cherry,2,1
57057,Bar-Cherry-Cherry,Bar,0,0
57058,Lemon-Lemon-Cherry,Lemon,0,0
57059,Cherry-Cherry-Lemon,Cherry,0,0
57060,Cherry-Cherry-Cherry,Cherry,2,1
57061,Seven-Cherry-Lemon,Seven,0,0
57062,Lemon-Lemon-Bell,Lemon,0,0
57063,Lemon-Cherry-Lemon,Lemon,0,0
57064,Bell-Lemon-Lemon,Bell,0,0
57065,Cherry-Cherry-Cherry,Cherry,2,1
57066,Bell-Cherry-Cherry,Bell,0,0
57067,Lemon-Cherry-Cherry,Lemon,0,0
57068,Cherry-Lemon-Cherry,Cherry,0,0
57069,Lemon-Cherry-Lemon,Lemon,0,0
57070,Lemon-Bell-Seven,Lemon,0,0
57071,Seven-Lemon-Cherry,Seven,0,0
57072,Cherry-Lemon-Lemon,Cherry,0,0
57073,Bell-Cherry-Lemon,Bell,0,0
57074,Cherry-Lemon-Cherry,Cherry,0,0
57075,Cherry-Cherry-Cherry,Cherry,2,1
57076,Lemon-Bell-Bar,Lemon,0,0
57077,Bar-Lemon-Lemon,Bar,0,0
57078,Cherry-Cherry-Cherry,Cherry,2,1
57079,Lemon-Lemon-Cherry,Lemon,0,0
57080,Cherry-Cherry-Bell,Cherry,0,0
57081,Bell-Seven-Bell,Bell,0,0
57082,Seven-Cherry-Cherry,Seven,0,0
57083,Cherry-Bar-Lemon,Cherry,0,0
57084,Lemon-Cherry-Bar,Lemon,0,0
57085,Cherry-Cherry-Cherry,Cherry,2,1
57086,Bell-Lemon-Bell,Bell,0,0
57087,Bell-Cherry-Bell,Bell,0,0
57088,Bar-Bell-Lemon,Bar,0,0
57089,Lemon-Lemon-Cherry,Lemon,0,0
57090,Cherry-Bell-Lemon,Cherry,0,0
57091,Lemon-Bell-Lemon,Lemon,0,0
57092,Cherry-Bar-Lemon,Cherry,0,0
57093,Seven-Bell-Lemon,Seven,0,0
57094,Cherry-Cherry-Cherry,Cherry,2,1
57095,Lemon-Cherry-Cherry,Lemon,0,0
57096,Cherry-Lemon-Bar,Cherry,0,0
57097,Lemon-Lemon-Cherry,Lemon,0,0
57098,Cherry-Lemon-Bell,Cherry,0,0
57099,Cherry-Seven-Cherry,Cherry,0,0
57100,Cherry-Bell-Cherry,Cherry,0,0
57101,Cherry-Lemon-Cherry,Cherry,0,0
57102,Cherry-Cherry-Bell,Cherry,0,0
57103,Bell-Lemon-Lemon,Bell,0,0
57104,Lemon-Cherry-Lemon,Lemon,0,0
57105,Lemon-Cherry-Cherry,Lemon,0,0
57106,Cherry-Bell-Lemon,Cherry,0,0
57107,Lemon-Lemon-Cherry,Lemon,0,0
57108,Seven-Cherry-Cherry,Seven,0,0
57109,Cherry-Lemon-Cherry,Cherry,0,0
57110,Lemon-Cherry-Lemon,Lemon,0,0
57111,Bell-Cherry-Cherry,Bell,0,0
57112,Lemon-Cherry-Cherry,Lemon,0,0
57113,Cherry-Seven-Lemon,Cherry,0,0
57114,Bell-Bell-Lemon,Bell,0,0
57115,Lemon-Cherry-Cherry,Lemon,0,0
57116,Seven-Lemon-Cherry,Seven,0,0
57117,Lemon-Cherry-Lemon,Lemon,0,0
57118,Lemon-Lemon-Lemon,Lemon,4,1
57119,Cherry-Lemon-Bar,Cherry,0,0
57120,Cherry-Lemon-Bar,Cherry,0,0
57121,Lemon-Cherry-Bell,Lemon,0,0
57122,Cherry-Cherry-Lemon,Cherry,0,0
57123,Seven-Cherry-Cherry,Seven,0,0
57124,Lemon-Lemon-Cherry,Lemon,0,0
57125,Lemon-Cherry-Lemon,Lemon,0,0
57126,Bar-Cherry-Cherry,Bar,0,0
57127,Cherry-Cherry-Lemon,Cherry,0,0
57128,Cherry-Cherry-Lemon,Cherry,0,0
57129,Lemon-Cherry-Bell,Lemon,0,0
57130,Cherry-Cherry-Cherry,Cherry,2,1
57131,Lemon-Cherry-Lemon,Lemon,0,0
57132,Lemon-Cherry-Lemon,Lemon,0,0
57133,Cherry-Cherry-Bar,Cherry,0,0
57134,Cherry-Cherry-Lemon,Cherry,0,0
57135,Cherry-Cherry-Cherry,Cherry,2,1
57136,Cherry-Cherry-Cherry,Cherry,2,1
57137,Cherry-Cherry-Lemon,Cherry,0,0
57138,Cherry-Cherry-Lemon,Cherry,0,0
57139,Lemon-Cherry-Cherry,Lemon,0,0
57140,Cherry-Seven-Cherry,Cherry,0,0
57141,Bar-Bell-Lemon,Bar,0,0
57142,Cherry-Bell-Lemon,Cherry,0,0
57143,Cherry-Cherry-Cherry,Cherry,2,1
57144,Cherry-Bell-Cherry,Cherry,0,0
57145,Lemon-Cherry-Bar,Lemon,0,0
57146,Cherry-Cherry-Bar,Cherry,0,0
57147,Lemon-Cherry-Seven,Lemon,0,0
57148,Cherry-Bell-Cherry,Cherry,0,0
57149,Cherry-Lemon-Cherry,Cherry,0,0
57150,Lemon-Cherry-Cherry,Lemon,0,0
57151,Lemon-Lemon-Cherry,Lemon,0,0
57152,Lemon-Cherry-Cherry,Lemon,0,0
57153,Lemon-Cherry-Lemon,Lemon,0,0
57154,Cherry-Cherry-Cherry,Cherry,2,1
57155,Cherry-Cherry-Cherry,Cherry,2,1
57156,Lemon-Cherry-Lemon,Lemon,0,0
57157,Cherry-Lemon-Bell,Cherry,0,0
57158,Lemon-Lemon-Lemon,Lemon,4,1
57159,Bar-Lemon-Cherry,Bar,0,0
57160,Lemon-Lemon-Bell,Lemon,0,0
57161,Cherry-Cherry-Cherry,Cherry,2,1
57162,Seven-Cherry-Lemon,Seven,0,0
57163,Lemon-Lemon-Lemon,Lemon,4,1
57164,Cherry-Bell-Cherry,Cherry,0,0
57165,Lemon-Lemon-Seven,Lemon,0,0
57166,Lemon-Lemon-Cherry,Lemon,0,0
57167,Cherry-Cherry-Lemon,Cherry,0,0
57168,Lemon-Cherry-Cherry,Lemon,0,0
57169,Lemon-Bell-Bell,Lemon,0,0
57170,Bell-Bell-Lemon,Bell,0,0
57171,Bell-Cherry-Lemon,Bell,0,0
57172,Lemon-Cherry-Cherry,Lemon,0,0
57173,Lemon-Lemon-Cherry,Lemon,0,0
57174,Lemon-Cherry-Lemon,Lemon,0,0
57175,Bell-Bell-Cherry,Bell,0,0
57176,Cherry-Cherry-Cherry,Cherry,2,1
57177,Cherry-Cherry-Bell,Cherry,0,0
57178,Lemon-Cherry-Cherry,Lemon,0,0
57179,Lemon-Bar-Bell,Lemon,0,0
57180,Lemon-Cherry-Cherry,Lemon,0,0
57181,Seven-Cherry-Cherry,Seven,0,0
57182,Cherry-Cherry-Lemon,Cherry,0,0
57183,Cherry-Cherry-Lemon,Cherry,0,0
57184,Lemon-Bar-Bell,Lemon,0,0
57185,Lemon-Lemon-Cherry,Lemon,0,0
57186,Cherry-Lemon-Bell,Cherry,0,0
57187,Bell-Bell-Bar,Bell,0,0
57188,Cherry-Cherry-Lemon,Cherry,0,0
57189,Cherry-Cherry-Cherry,Cherry,2,1
57190,Lemon-Cherry-Bell,Lemon,0,0
57191,Lemon-Cherry-Cherry,Lemon,0,0
57192,Lemon-Lemon-Cherry,Lemon,0,0
57193,Cherry-Lemon-Lemon,Cherry,0,0
57194,Cherry-Lemon-Lemon,Cherry,0,0
57195,Cherry-Cherry-Cherry,Cherry,2,1
57196,Bar-Bar-Cherry,Bar,0,0
57197,Cherry-Cherry-Cherry,Cherry,2,1
57198,Cherry-Bell-Cherry,Cherry,0,0
57199,Lemon-Bell-Cherry,Lemon,0,0
57200,Cherry-Bell-Cherry,Cherry,0,0
57201,Lemon-Lemon-Cherry,Lemon,0,0
57202,Lemon-Lemon-Cherry,Lemon,0,0
57203,Lemon-Lemon-Lemon,Lemon,4,1
57204,Lemon-Bar-Bell,Lemon,0,0
57205,Seven-Lemon-Cherry,Seven,0,0
57206,Lemon-Lemon-Cherry,Lemon,0,0
57207,Lemon-Lemon-Lemon,Lemon,4,1
57208,Cherry-Lemon-Bell,Cherry,0,0
57209,Cherry-Lemon-Cherry,Cherry,0,0
57210,Lemon-Bell-Cherry,Lemon,0,0
57211,Cherry-Bell-Seven,Cherry,0,0
57212,Cherry-Cherry-Lemon,Cherry,0,0
57213,Bell-Cherry-Lemon,Bell,0,0
57214,Cherry-Cherry-Cherry,Cherry,2,1
57215,Lemon-Cherry-Bar,Lemon,0,0
57216,Cherry-Bar-Bell,Cherry,0,0
57217,Cherry-Bar-Cherry,Cherry,0,0
57218,Lemon-Cherry-Cherry,Lemon,0,0
57219,Lemon-Bell-Bell,Lemon,0,0
57220,Cherry-Lemon-Lemon,Cherry,0,0
57221,Cherry-Lemon-Lemon,Cherry,0,0
57222,Cherry-Cherry-Lemon,Cherry,0,0
57223,Bar-Lemon-Cherry,Bar,0,0
57224,Cherry-Bell-Cherry,Cherry,0,0
57225,Cherry-Seven-Cherry,Cherry,0,0
57226,Cherry-Cherry-Cherry,Cherry,2,1
57227,Bell-Cherry-Cherry,Bell,0,0
57228,Lemon-Cherry-Lemon,Lemon,0,0
57229,Bar-Lemon-Cherry,Bar,0,0
57230,Cherry-Bell-Cherry,Cherry,0,0
57231,Bell-Bell-Lemon,Bell,0,0
57232,Cherry-Cherry-Cherry,Cherry,2,1
57233,Cherry-Seven-Lemon,Cherry,0,0
57234,Cherry-Cherry-Lemon,Cherry,0,0
57235,Cherry-Bell-Bell,Cherry,0,0
57236,Seven-Cherry-Cherry,Seven,0,0
57237,Lemon-Cherry-Bar,Lemon,0,0
57238,Lemon-Cherry-Bell,Lemon,0,0
57239,Cherry-Cherry-Seven,Cherry,0,0
57240,Lemon-Lemon-Cherry,Lemon,0,0
57241,Cherry-Seven-Lemon,Cherry,0,0
57242,Cherry-Cherry-Bell,Cherry,0,0
57243,Lemon-Cherry-Cherry,Lemon,0,0
57244,Lemon-Cherry-Lemon,Lemon,0,0
57245,Lemon-Lemon-Seven,Lemon,0,0
57246,Bell-Lemon-Cherry,Bell,0,0
57247,Bell-Cherry-Cherry,Bell,0,0
57248,Lemon-Cherry-Bar,Lemon,0,0
57249,Seven-Bar-Bell,Seven,0,0
57250,Cherry-Bell-Lemon,Cherry,0,0
57251,Bell-Cherry-Lemon,Bell,0,0
57252,Cherry-Lemon-Bell,Cherry,0,0
57253,Bell-Cherry-Cherry,Bell,0,0
57254,Cherry-Cherry-Lemon,Cherry,0,0
57255,Bar-Cherry-Bell,Bar,0,0
57256,Lemon-Cherry-Lemon,Lemon,0,0
57257,Lemon-Lemon-Lemon,Lemon,4,1
57258,Cherry-Bell-Cherry,Cherry,0,0
57259,Bell-Seven-Cherry,Bell,0,0
57260,Cherry-Bell-Lemon,Cherry,0,0
57261,Cherry-Cherry-Cherry,Cherry,2,1
57262,Cherry-Cherry-Lemon,Cherry,0,0
57263,Bell-Cherry-Cherry,Bell,0,0
57264,Cherry-Bar-Lemon,Cherry,0,0
57265,Cherry-Seven-Cherry,Cherry,0,0
57266,Lemon-Cherry-Cherry,Lemon,0,0
57267,Cherry-Bell-Seven,Cherry,0,0
57268,Lemon-Lemon-Cherry,Lemon,0,0
57269,Bell-Bell-Lemon,Bell,0,0
57270,Bar-Lemon-Cherry,Bar,0,0
57271,Lemon-Bell-Cherry,Lemon,0,0
57272,Cherry-Cherry-Cherry,Cherry,2,1
57273,Bell-Seven-Lemon,Bell,0,0
57274,Cherry-Cherry-Bell,Cherry,0,0
57275,Bell-Cherry-Cherry,Bell,0,0
57276,Bar-Cherry-Cherry,Bar,0,0
57277,Lemon-Cherry-Cherry,Lemon,0,0
57278,Bar-Lemon-Lemon,Bar,0,0
57279,Cherry-Lemon-Cherry,Cherry,0,0
57280,Cherry-Cherry-Lemon,Cherry,0,0
57281,Cherry-Cherry-Cherry,Cherry,2,1
57282,Bell-Cherry-Bell,Bell,0,0
57283,Cherry-Seven-Lemon,Cherry,0,0
57284,Lemon-Lemon-Lemon,Lemon,4,1
57285,Cherry-Cherry-Cherry,Cherry,2,1
57286,Lemon-Lemon-Cherry,Lemon,0,0
57287,Lemon-Cherry-Cherry,Lemon,0,0
57288,Lemon-Bell-Cherry,Lemon,0,0
57289,Lemon-Cherry-Lemon,Lemon,0,0
57290,Cherry-Bell-Cherry,Cherry,0,0
57291,Cherry-Bell-Bar,Cherry,0,0
57292,Bar-Lemon-Lemon,Bar,0,0
57293,Lemon-Cherry-Cherry,Lemon,0,0
57294,Cherry-Cherry-Bell,Cherry,0,0
57295,Cherry-Bar-Lemon,Cherry,0,0
57296,Cherry-Cherry-Cherry,Cherry,2,1
57297,Cherry-Bell-Lemon,Cherry,0,0
57298,Lemon-Cherry-Lemon,Lemon,0,0
57299,Lemon-Bell-Lemon,Lemon,0,0
57300,Cherry-Cherry-Lemon,Cherry,0,0
57301,Lemon-Cherry-Cherry,Lemon,0,0
57302,Lemon-Lemon-Bell,Lemon,0,0
57303,Cherry-Lemon-Cherry,Cherry,0,0
57304,Cherry-Bar-Bell,Cherry,0,0
57305,Lemon-Bar-Bell,Lemon,0,0
57306,Bell-Cherry-Bar,Bell,0,0
57307,Bell-Lemon-Lemon,Bell,0,0
57308,Cherry-Cherry-Bell,Cherry,0,0
57309,Cherry-Bar-Bar,Cherry,0,0
57310,Lemon-Cherry-Cherry,Lemon,0,0
57311,Lemon-Cherry-Bell,Lemon,0,0
57312,Lemon-Bell-Lemon,Lemon,0,0
57313,Lemon-Lemon-Seven,Lemon,0,0
57314,Bell-Lemon-Bar,Bell,0,0
57315,Lemon-Lemon-Lemon,Lemon,4,1
57316,Cherry-Cherry-Cherry,Cherry,2,1
57317,Cherry-Bell-Cherry,Cherry,0,0
57318,Bell-Cherry-Bar,Bell,0,0
57319,Cherry-Cherry-Lemon,Cherry,0,0
57320,Bell-Lemon-Cherry,Bell,0,0
57321,Lemon-Bell-Cherry,Lemon,0,0
57322,Cherry-Cherry-Lemon,Cherry,0,0
57323,Cherry-Bar-Bar,Cherry,0,0
57324,Cherry-Cherry-Lemon,Cherry,0,0
57325,Lemon-Cherry-Lemon,Lemon,0,0
57326,Lemon-Lemon-Lemon,Lemon,4,1
57327,Seven-Cherry-Lemon,Seven,0,0
57328,Cherry-Bell-Cherry,Cherry,0,0
57329,Cherry-Cherry-Cherry,Cherry,2,1
57330,Lemon-Cherry-Lemon,Lemon,0,0
57331,Bell-Lemon-Bar,Bell,0,0
57332,Lemon-Cherry-Seven,Lemon,0,0
57333,Lemon-Bell-Cherry,Lemon,0,0
57334,Cherry-Lemon-Bar,Cherry,0,0
57335,Bar-Cherry-Lemon,Bar,0,0
57336,Cherry-Bar-Lemon,Cherry,0,0
57337,Lemon-Cherry-Cherry,Lemon,0,0
57338,Cherry-Lemon-Lemon,Cherry,0,0
57339,Cherry-Lemon-Lemon,Cherry,0,0
57340,Cherry-Lemon-Bell,Cherry,0,0
57341,Lemon-Cherry-Cherry,Lemon,0,0
57342,Cherry-Lemon-Bar,Cherry,0,0
57343,Cherry-Lemon-Cherry,Cherry,0,0
57344,Lemon-Seven-Cherry,Lemon,0,0
57345,Lemon-Cherry-Cherry,Lemon,0,0
57346,Cherry-Lemon-Bar,Cherry,0,0
57347,Lemon-Lemon-Bell,Lemon,0,0
57348,Cherry-Cherry-Lemon,Cherry,0,0
57349,Bar-Bar-Lemon,Bar,0,0
57350,Bar-Cherry-Cherry,Bar,0,0
57351,Cherry-Lemon-Seven,Cherry,0,0
57352,Lemon-Cherry-Bar,Lemon,0,0
57353,Lemon-Bell-Cherry,Lemon,0,0
57354,Bar-Cherry-Cherry,Bar,0,0
57355,Cherry-Cherry-Cherry,Cherry,2,1
57356,Cherry-Cherry-Cherry,Cherry,2,1
57357,Lemon-Seven-Bell,Lemon,0,0
57358,Bell-Cherry-Lemon,Bell,0,0
57359,Cherry-Cherry-Lemon,Cherry,0,0
57360,Cherry-Cherry-Bar,Cherry,0,0
57361,Cherry-Cherry-Lemon,Cherry,0,0
57362,Cherry-Cherry-Lemon,Cherry,0,0
57363,Cherry-Cherry-Cherry,Cherry,2,1
57364,Bar-Lemon-Lemon,Bar,0,0
57365,Cherry-Cherry-Bell,Cherry,0,0
57366,Cherry-Cherry-Lemon,Cherry,0,0
57367,Cherry-Cherry-Cherry,Cherry,2,1
57368,Lemon-Lemon-Cherry,Lemon,0,0
57369,Lemon-Cherry-Cherry,Lemon,0,0
57370,Lemon-Lemon-Lemon,Lemon,4,1
57371,Lemon-Bell-Cherry,Lemon,0,0
57372,Cherry-Cherry-Cherry,Cherry,2,1
57373,Lemon-Cherry-Lemon,Lemon,0,0
57374,Lemon-Cherry-Bell,Lemon,0,0
57375,Cherry-Cherry-Cherry,Cherry,2,1
57376,Bar-Cherry-Bar,Bar,0,0
57377,Cherry-Cherry-Bar,Cherry,0,0
57378,Cherry-Lemon-Cherry,Cherry,0,0
57379,Cherry-Bell-Lemon,Cherry,0,0
57380,Cherry-Cherry-Cherry,Cherry,2,1
57381,Cherry-Cherry-Cherry,Cherry,2,1
57382,Bar-Lemon-Cherry,Bar,0,0
57383,Lemon-Bell-Lemon,Lemon,0,0
57384,Cherry-Lemon-Lemon,Cherry,0,0
57385,Cherry-Cherry-Cherry,Cherry,2,1
57386,Bell-Cherry-Cherry,Bell,0,0
57387,Cherry-Lemon-Cherry,Cherry,0,0
57388,Lemon-Cherry-Lemon,Lemon,0,0
57389,Lemon-Bar-Bell,Lemon,0,0
57390,Lemon-Lemon-Cherry,Lemon,0,0
57391,Bell-Lemon-Cherry,Bell,0,0
57392,Bar-Cherry-Cherry,Bar,0,0
57393,Lemon-Lemon-Cherry,Lemon,0,0
57394,Cherry-Cherry-Cherry,Cherry,2,1
57395,Cherry-Bell-Cherry,Cherry,0,0
57396,Cherry-Cherry-Cherry,Cherry,2,1
57397,Cherry-Cherry-Lemon,Cherry,0,0
57398,Cherry-Bell-Lemon,Cherry,0,0
57399,Cherry-Lemon-Cherry,Cherry,0,0
57400,Lemon-Cherry-Cherry,Lemon,0,0
57401,Lemon-Lemon-Bell,Lemon,0,0
57402,Cherry-Cherry-Lemon,Cherry,0,0
57403,Lemon-Cherry-Cherry,Lemon,0,0
57404,Lemon-Lemon-Cherry,Lemon,0,0
57405,Cherry-Cherry-Bar,Cherry,0,0
57406,Bar-Lemon-Lemon,Bar,0,0
57407,Cherry-Lemon-Lemon,Cherry,0,0
57408,Cherry-Cherry-Bell,Cherry,0,0
57409,Cherry-Seven-Lemon,Cherry,0,0
57410,Cherry-Cherry-Cherry,Cherry,2,1
57411,Lemon-Lemon-Cherry,Lemon,0,0
57412,Cherry-Cherry-Cherry,Cherry,2,1
57413,Lemon-Lemon-Cherry,Lemon,0,0
57414,Lemon-Lemon-Bell,Lemon,0,0
57415,Lemon-Bell-Lemon,Lemon,0,0
57416,Lemon-Cherry-Bell,Lemon,0,0
57417,Lemon-Cherry-Cherry,Lemon,0,0
57418,Bell-Cherry-Bell,Bell,0,0
57419,Bell-Cherry-Cherry,Bell,0,0
57420,Lemon-Cherry-Cherry,Lemon,0,0
57421,Lemon-Cherry-Seven,Lemon,0,0
57422,Cherry-Cherry-Bell,Cherry,0,0
57423,Cherry-Cherry-Lemon,Cherry,0,0
57424,Cherry-Lemon-Cherry,Cherry,0,0
57425,Cherry-Bell-Bell,Cherry,0,0
57426,Cherry-Bar-Cherry,Cherry,0,0
57427,Cherry-Cherry-Cherry,Cherry,2,1
57428,Cherry-Lemon-Cherry,Cherry,0,0
57429,Bell-Cherry-Lemon,Bell,0,0
57430,Bell-Lemon-Lemon,Bell,0,0
57431,Lemon-Seven-Bar,Lemon,0,0
57432,Seven-Bell-Cherry,Seven,0,0
57433,Lemon-Cherry-Lemon,Lemon,0,0
57434,Cherry-Bell-Cherry,Cherry,0,0
57435,Seven-Bell-Bar,Seven,0,0
57436,Lemon-Cherry-Cherry,Lemon,0,0
57437,Lemon-Cherry-Cherry,Lemon,0,0
57438,Cherry-Seven-Lemon,Cherry,0,0
57439,Cherry-Cherry-Cherry,Cherry,2,1
57440,Cherry-Bell-Lemon,Cherry,0,0
57441,Bar-Lemon-Cherry,Bar,0,0
57442,Bar-Lemon-Lemon,Bar,0,0
57443,Cherry-Bar-Cherry,Cherry,0,0
57444,Lemon-Cherry-Lemon,Lemon,0,0
57445,Bell-Cherry-Bar,Bell,0,0
57446,Lemon-Cherry-Bell,Lemon,0,0
57447,Cherry-Lemon-Cherry,Cherry,0,0
57448,Cherry-Lemon-Lemon,Cherry,0,0
57449,Bar-Cherry-Cherry,Bar,0,0
57450,Cherry-Bell-Cherry,Cherry,0,0
57451,Bar-Cherry-Cherry,Bar,0,0
57452,Bell-Lemon-Lemon,Bell,0,0
57453,Cherry-Cherry-Cherry,Cherry,2,1
57454,Bar-Cherry-Cherry,Bar,0,0
57455,Cherry-Lemon-Lemon,Cherry,0,0
57456,Cherry-Lemon-Lemon,Cherry,0,0
57457,Cherry-Lemon-Lemon,Cherry,0,0
57458,Cherry-Bell-Bell,Cherry,0,0
57459,Cherry-Lemon-Bar,Cherry,0,0
57460,Lemon-Lemon-Cherry,Lemon,0,0
57461,Cherry-Bell-Cherry,Cherry,0,0
57462,Cherry-Bell-Lemon,Cherry,0,0
57463,Cherry-Lemon-Lemon,Cherry,0,0
57464,Cherry-Cherry-Cherry,Cherry,2,1
57465,Bell-Cherry-Bar,Bell,0,0
57466,Bell-Cherry-Cherry,Bell,0,0
57467,Lemon-Cherry-Lemon,Lemon,0,0
57468,Cherry-Lemon-Cherry,Cherry,0,0
57469,Cherry-Cherry-Bar,Cherry,0,0
57470,Lemon-Seven-Cherry,Lemon,0,0
57471,Cherry-Lemon-Cherry,Cherry,0,0
57472,Lemon-Cherry-Bell,Lemon,0,0
57473,Lemon-Lemon-Lemon,Lemon,4,1
57474,Lemon-Cherry-Cherry,Lemon,0,0
57475,Cherry-Bar-Cherry,Cherry,0,0
57476,Cherry-Cherry-Lemon,Cherry,0,0
57477,Lemon-Bar-Bar,Lemon,0,0
57478,Cherry-Bell-Seven,Cherry,0,0
57479,Cherry-Cherry-Bell,Cherry,0,0
57480,Cherry-Lemon-Lemon,Cherry,0,0
57481,Bell-Bell-Lemon,Bell,0,0
57482,Lemon-Cherry-Cherry,Lemon,0,0
57483,Lemon-Cherry-Lemon,Lemon,0,0
57484,Lemon-Bar-Lemon,Lemon,0,0
57485,Cherry-Seven-Bell,Cherry,0,0
57486,Cherry-Bell-Bell,Cherry,0,0
57487,Cherry-Cherry-Cherry,Cherry,2,1
57488,Lemon-Lemon-Cherry,Lemon,0,0
57489,Lemon-Bell-Lemon,Lemon,0,0
57490,Cherry-Lemon-Cherry,Cherry,0,0
57491,Cherry-Lemon-Bell,Cherry,0,0
57492,Cherry-Cherry-Cherry,Cherry,2,1
57493,Bell-Bell-Cherry,Bell,0,0
57494,Cherry-Cherry-Lemon,Cherry,0,0
57495,Cherry-Cherry-Cherry,Cherry,2,1
57496,Lemon-Lemon-Cherry,Lemon,0,0
57497,Lemon-Seven-Cherry,Lemon,0,0
57498,Cherry-Lemon-Bar,Cherry,0,0
57499,Cherry-Cherry-Lemon,Cherry,0,0
57500,Lemon-Cherry-Lemon,Lemon,0,0
57501,Cherry-Cherry-Seven,Cherry,0,0
57502,Cherry-Bar-Cherry,Cherry,0,0
57503,Lemon-Lemon-Bell,Lemon,0,0
57504,Bell-Bar-Lemon,Bell,0,0
57505,Lemon-Cherry-Cherry,Lemon,0,0
57506,Cherry-Cherry-Cherry,Cherry,2,1
57507,Cherry-Cherry-Bell,Cherry,0,0
57508,Cherry-Cherry-Bar,Cherry,0,0
57509,Lemon-Seven-Lemon,Lemon,0,0
57510,Lemon-Cherry-Cherry,Lemon,0,0
57511,Lemon-Cherry-Bell,Lemon,0,0
57512,Cherry-Cherry-Bell,Cherry,0,0
57513,Lemon-Cherry-Cherry,Lemon,0,0
57514,Lemon-Bar-Cherry,Lemon,0,0
57515,Seven-Cherry-Bell,Seven,0,0
57516,Lemon-Cherry-Lemon,Lemon,0,0
57517,Lemon-Cherry-Lemon,Lemon,0,0
57518,Cherry-Bar-Lemon,Cherry,0,0
57519,Bell-Seven-Cherry,Bell,0,0
57520,Cherry-Cherry-Cherry,Cherry,2,1
57521,Lemon-Cherry-Cherry,Lemon,0,0
57522,Cherry-Cherry-Cherry,Cherry,2,1
57523,Bell-Lemon-Lemon,Bell,0,0
57524,Lemon-Bell-Cherry,Lemon,0,0
57525,Cherry-Lemon-Lemon,Cherry,0,0
57526,Lemon-Cherry-Bell,Lemon,0,0
57527,Lemon-Cherry-Bell,Lemon,0,0
57528,Cherry-Cherry-Cherry,Cherry,2,1
57529,Cherry-Cherry-Lemon,Cherry,0,0
57530,Bell-Cherry-Cherry,Bell,0,0
57531,Cherry-Cherry-Lemon,Cherry,0,0
57532,Lemon-Cherry-Cherry,Lemon,0,0
57533,Cherry-Cherry-Cherry,Cherry,2,1
